USER,POST,EXT,NEU,AGR,CON,OPN
02ae95de-7ee3-453a-978d-25d28b3f1a88,Happy new years with an appropriately times new site!		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Just played the first two episodes of Quake again, game's still tight. Loving the smooth movement.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,So apparently paying €5 a month for Spotify makes me worse than a music pirate...? Dafuq? http://t.co/eP8m6V18Om		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Wanted to say I appreciate the choice for minions. Should make the game feel nicely crowded, and give 'bad' players more fun.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Heh. I think it's funny you're apologizing for sound quality that's still better than, say, 90% of youtube game voiceovers.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"I know this is cool and serious science, but it had me giggling like a kid. Best of both worlds!

http://t.co/MqlzTQRJ5H		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Working on refining my logo...
To chamfer or nor to chamfer, that is the question. http://t.co/QfOAeb6KA6		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"30c3 To Protect And Infect - YouTube http://t.co/tBS0nGZIXS
I don't know a whole lot about network security, but enough that this scares me.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Silly Spotify. White Zombie, Judge Dredd (2012) Soundtrack, Rob Zombie, ...Blue Man Group? Okay then.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Thanks for mentioning the Hearthstone open beta! I've been anxiously waiting but hadn't gotten any emails about it yet.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Do you perchance read Jezebel? The timing is rather close: http://t.co/cUkl2hJM0j		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I am so sick of people on twitter complaining about a bunch people on twitter!		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"""Helps to have a map!""
No. No it doesn't.
http://t.co/zFfXa1JfN9		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Remember the time you paid 10 grand for  ""Celebrity fashion without airbrushing"" pics? So do these people: http://t.co/iDvYn5FY2p		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Steam's down. Wonder if that's because of the new music stuff?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Play this. Now, tomorrow, during lunch, whenever. It's only 5 minutes, but it's awesome: http://t.co/LCJKWXXAWy		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,First time I bought a key for DOTA2 treasure chest: Baby Roshan. Pretty sweet deal.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Hah! That shit's golden, Telltale! http://t.co/Bs3VwRCRzd		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Are you still looking for people? I can free up some time and be (almost) completely dedicated the next month(s).		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I threw up some isometric examples at https://t.co/eBHrIdFtBJ (assuming you want to stick with the RPGmaker perspective)		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Not many developers/companies would opt out of lots of money because something's addictive. I respect you for that.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Now that's a proper free to play Dungeon Keeper!		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"http://t.co/Am1vJnMrjr
I like this.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username  How do they not help? I find it very useful to know if a game has been designed for touchscreen, controller or KBM.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Remember that fake Twitch-LoL video from this afternoon? Here's a REAL Twitch-Plays-Dota channel: http://t.co/LQdUtiWq2x		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Thanks for reminding me/us to disable adblock for places I regularly visit. Because it's often a fairer trade that TV/radio.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Mini Metro http://t.co/XYeHJ47bGm Quite a novel idea: build your own growing metro system. Not sure about longevity/replayability, though.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username How about keeping the same root word and call them BullVids?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Coil, because of its several experiments. Mirror's Edge, because of its absence. And whichever game started radial menus. Crysis?		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Consider that a free game thrown in by the gods, for your generous purchases.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username ""Luft"" means air, not red. And ""rauser"" probably stems from the Dutch verb ""rouzen"", playing wildly or ""razen"", rage/storm.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Did you guys just change all your youtube video thumbnails or have I not paid proper attention lately?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username Do you also know about https://t.co/6SYVXc4GfN ?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Is this april fools or did they really start a website on April 1st with the plan of confusing people on -every- anniversary?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Whelp. @username wanted drama. He got drama. Can the devs get a nice game jam now, since that's what they wanted? #GAME_JAM		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Great april fools joke! Anita Sarkeesian receiving ""GDC Ambassador award"" for making 5 videos in two years' time. http://t.co/Wjl343UZLU		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username For a moment I thought I was reading about a game from @username		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Your avvy is now black/red/white. Does this mean future content will be in Betrayer-vision?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Hey I wanted to inform you that Potato Dungeon seems to be borked right now. Clicking to ride Pard doesn't work. For me anyways.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Not fond of new @username design. Discrover shows less per page, and the menu bar shows less lines so I must scroll to get to my playlists.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username It's a carefully planned deal. He asked both for the exact same amount, so he's raking in cash but staying neutral.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Combine any random music term in youtube, it probably has it. Raprock. Acapella metal. Industrial Jazz. Celtic chiptunes. Gregorian dubstep.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I feel like I can 'express myself' less right now. It's all white. Will there be a way to change style besides just link color??		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Harold and Kumar walk Down the Aisle. Because racial inclusivity, of course. ;)		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Just crashed in to more bugs in 45 minutes on the bike, than in the past two weeks of game development.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Goddamnit I hate it when a commenting system forces you to first register, but meanwhile doesn't save your typed post. @username #lookingatu		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username is the new UI broken or just badly designed? I can no longer sort albums or search queries by name/artist/album/length/rating...		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username Yes. But only cool people.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Might be cool for portfolios: @username: Horizontal scrolling single page template (also on Github): http://t.co/hCc5D07nze  #html5 #css3		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username I wonder how many people realized what horrible things they sometimes say. Good luck, best wishes, and dump that lump!		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Just rode past some kids biking ~25 km for some @username . I guess that's pretty healthy in the end?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username If you sit like this and stare past your crotch, it probably is. But only barely .http://t.co/rHhCiJSBcH		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Here's hoping this will wake people up a bit about greenlight / early access / kickstarter, right?		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username What you're saying is, you're now opening a P.O. box under the name of CynicalCox?		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username You hypocrite, you. Closing down your P.O. box for other companies but still accepting bribes from Polaris! Bias. BIAS!!		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Yay mustasch! http://t.co/D0ZqTeL8z7		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Jim is, in fact, a Drag King. In real life he is an ethereal spirit, but for his shows he dresses up as a man.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username The point is not better because 'harder' but 'balanced against lame exploits'; it means you actually think/engage with the game.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,This should be enough energydrink for at LEAST two days... http://t.co/vQVmlkjcot		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Bad pixel shirts are one of those things that annoy and bother me more than they probably should... http://t.co/b6fC4bNsUA		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username So what do we call this kind of review score? Hate.strife out of ten?		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username http://t.co/nbAGARjCmg Good Old Gaming, a store kinda like Steam, Origin, but aimed at retro/indie more than AAA.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username U.S. healthcare; it'll cost you an arm and a leg either way...		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Get the spambots under control, please. http://t.co/jLab9xuvp0 http://t.co/Yel8VPY1mn http://t.co/cenhgIaW3c http://t.co/k1CFBUjxDk		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username and here's yet another one: http://t.co/9NoCYffgCR		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username More spammers. Clean them up. http://t.co/VtTHVTUk00 http://t.co/uVfXbD7lNj		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username No, but I can reccommend you a great shirt: https://t.co/nlkzlrZEnY		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"Turns out, you should not attempt to run 4 km barefoot when you haven't done so in three years. Ouch.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Whoa whoa whoa. Not JUST a black baseball cap, one with a VERY iconic stitchy liny logo thing! http://t.co/sKMmh2gi4z		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username Half-life? No, no. Carmack made Doom, Quake, Rage. Half-life is from @username.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username WHY? IS THERE SOMETHING WRONG WITH THEM? ARE THE ADS TOO SILENT TO HEAR FOR YOU? WE ARE NOT HAVING THAT ISSUE.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,Going to try and get something done for #lowrezjam 2014. 5 days left so it's gonna be tight. But I know what I'm gonna make: a 16x9 fighter.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username I'm not seeing the problem with that #lowrezjam workfile. Looks perfectly usable. http://t.co/Pv9PpWSKRw		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username As long as everything is in nice sprite strips I'm happy. For small stuff like this panning around is easier than tabs/windows.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Face pulp, actually. I should probably have scaled up the image 200% =P. Heck I'm working small enough to make the game 200%		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username I'd like to know which devs you consider upstanding/trustworthy what with Nintendo greed, Watchdog graphics and 1/2		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username @username indies such as Towns and that recent plane game (air control?). Who do you like, still? 2/2		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,I just spent an absurd amount of time playing with this remarkable online SID keyboard emulator: http://t.co/3udwseNUOk		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username While your point is true, you're not the best advocate. Lots of women feature their looks. #NotAllWomen http://t.co/rimrZzEAfJ		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,The times when your dog wants to eat the rotting half-corpse of a mouse and you have to pluck it out of her mouth... http://t.co/B6UO3JwjSK		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username Hey I wanted to check if you were aware of this Pixel Pig game using your artwork. http://t.co/nD2EBUCqCH		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Good vid, but missing one element; presentation. Host as much content as possible, have curated lists of 'the best', 'the new' 1/2		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username 'the interesting' and so on. Make it easier to navigate, empowering critics/users. Not curation, but promotion/navigation. (2/2)		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Wow, this was great. I love simple games like these that require very little time/complexity to convey a strong idea.		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username Oh no! http://t.co/WEENVxgVcv is offline, as are the forums. Sound the alarms! SOUND THE ALARMS!		",0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,@username @username the concentric pattern makes me wonder if dithering could make the layer transition more natural looking.		,0.2,-0.2,0.1,0.1,0.5
02ae95de-7ee3-453a-978d-25d28b3f1a88,"@username With facebook in your future, does this mean we might finally get a legitimate desktop version of WhatsApp?		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"""If you fight for a cause then fight for a cause!"" http://youtu.be/fFb3u6kzdAY #riots #truth		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Wow. This is a really REALLY cool Wheatley. http://www.youtube.com/watch?v=YzG94ct2d5k		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Do you still model props/build levels for your current games or is it purely designing and delegating?		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,RT @username: 'DRM scheme that ENCOURAGES piracy is insane.'		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username No, dear god, no. You should buy something like this instead. It's even red&black! http://t.co/Z1k7OsH		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This is cute and stuff. http://t.co/vnhHczd		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Seems my Lowpoly Contest is quite a success. I wonder how many more people enter during this weekend... http://t.co/t1tkL6X		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username http://t.co/tNCOEzeZ More like Designer From Hell... Semi-bold is a perfectly valid request: http://t.co/EKQ8pd7V		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,It looks like... LG has finally pushed an upgrade for my phone!?¡¿ No more Android Cupcake 1.5!		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Yesssss. Yes yes yes. It's now running froyo 2.2.2.		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"If I ever turn out to be absurdely rich, I'm going to buy a Clenet. http://t.co/eb5CLrko		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"No offense, but [insert offensive words here]		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username: any specific reason there's so much whitespace? You can easily have the wings twice as big as they are now, if you optimize the UV.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"So... I just realized that the 2 series I like most are House, and Castle. Fun coinkidink.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT @username: ""Our TF2 art thread has nearly 4 THOUSAND more replies than the WAYWO threa."" But it's also over twice as old... ;)		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This short movie is brilliant! Everyone who does 3D art will love it: http://t.co/LHPpClKD		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,This makes me feel so sad: RT @username: @username: The future of games at retail http://t.co/rfSKaLsd		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username That's because Eskimo's don't have all that many words for snow. The Sami, however, do.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,So this 3D marketing trend has really gone too far now. Why? 3D toothpaste...		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT ""@username: I spent a week in Boston while my son was having a medical procedure done.""   Is he a Strogg now?		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Well, this got a crapload of responses... http://t.co/MhDfGOrd		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"RT @username: ""A guide on how to get more free space with Dropbox! http://t.co/4UHiMwUH Retweet for a chance to get +100GB!"" Mmmm. Spaaace.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Screw you, Garshasp. After wrestling with clunky controls for 4 hours, your last savegame is 3 hours ago? *Installs Prince of Persia*		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Yup. We're living in the future. Invisibility http://t.co/F9FCLGw9 holograms http://t.co/3AIUfSoN and 'free' energy http://t.co/Cb9sAqkR		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Worst news I heard about my country in a looong time: http://t.co/N3EmwKF1 Stupid copyright hypocrits.		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username The DLC is sold as 'steampunk' and not as 'christmas' pack, so I see no reason for it to be temporary. Not 100% certain, though.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username - took a couple of minutes to whip this up: http://t.co/2UMqOKcH PSD: http://t.co/NMiSDWSE		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Are you sure you want to know that? http://t.co/LnkaYKAR		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Just saw a well-dressed man casually whacking the bejeezus out of a boxing bag with an umbrella. I'm done for today. http://t.co/BawwTgQ7		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Steam just broke the 5 million user barrier! http://t.co/L3Li3wmH statistics&data: http://t.co/bWtmw55W		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Made a background today. Warning: it's a bit bright.  http://t.co/NveGEojy		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Dont worry bro! I h4xx0r3d the website to work via this link: http://t.co/9GJyU0IO  Good luck with your [nothing]! #confused		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"I think I should write more stuff. Articles, tutorials, plotlines...		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Steam. For phones. What magic is this!? http://t.co/cRPviIFQ		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Pineapple Smash Crew. Buy it. Play it. Enjoy it. http://t.co/BxY0F3am		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username We'll probably see some launch titles for the new xBox running UDK 4. I wouldn't be surprised if some corp's already have access.		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username So far: bad, because they're not used well but as a substitute for real goals & gameplay. Design games, not achievements.		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,*** BlackBerry App World Notification - Vendor Approved ***		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Latest WIP of Teddy Protector: http://t.co/oXY8bpIZ		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"damn adobe and their inconsistencies
damn RIM for not having compliant sofware
damn Unity for not running on Dalvik but on Mono		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"but most of all, damn me for finding things out too late. =(		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"@username @username 1 more way games are less forgiving: if you suck, you can't play any further. (first 45 sec) http://t.co/1Gzch69t		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Good luck trying to get some sleep the next couple of days. And the ones after those... and those...		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,"Thank you, Google, for understanding what I mean when I'm too tired to type well. http://t.co/NrjcbQHD		",0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Thought I'd let you know: your game reached Kotaku http://t.co/m3BQfmJF and me and some other commenters would like to know more.		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,Cheap gamers rejoice! http://t.co/5OUXq5cY is a Steam-like program that lists 300+ FREE games. (comparison: Steam has ~1575 games in total)		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username 5 years? Where was it at that time? The earliest I can think of is in Dr. Petter's Sculptris app. http://t.co/N4s9gySL		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,So... Spotify is working on an online radio service? But they can't even keep their normal servers up&running... #spotify #priorities		,0.2,-0.2,0.1,0.1,0.5
03f72f70-7a00-4dbb-93b7-6c7f65954fc5,@username Today's the 4rth time in about a month that Spotify lost its connection. You guys really need to fix server stability.		,0.2,-0.2,0.1,0.1,0.5
