,USERID,NPOSTS,NTOKENS,EXT,NEU,AGR,CON,OPN
84,8e228453cfa66cf26d56af6df77624b7,30,718,0.875,0.3125,0.875,1.0,0.625
85,aff70c2dcbd47c664777eb8df02967de,16,536,0.5,0.375,0.6875,0.8125,0.75
86,57c2d8496ceb8e92022bcac20cca27e1,48,625,0.6375,0.0999999999999999,0.8625,0.7875000000000001,0.95
87,970197105b41eac939d4fc3cec25137b,39,290,0.75,0.2375,0.8125,0.6375,0.6125
88,cd99c28741e42fd9792616d3a4328f17,93,1385,0.9375,0.4375,0.5,0.5625,0.4375
89,11fc0a8b587b93bb9bfe957f62729d7e,42,462,0.8125,0.1875,0.9375,1.0,0.75
90,6810431fc51108130be92d505ea4944b,29,905,0.25,0.75,0.6875,0.75,0.8125
91,330abbccd3c0ad0fdb0cbe815599bd4f,13,148,0.375,0.5,0.75,0.5,0.75
92,521896b01c1a506dc4404e600fa99c5b,104,1813,0.675,0.675,0.6625,0.2375,0.96
93,906314c683222f7d232b5ea1ee82befc,52,1177,0.4375,0.625,0.5,0.5625,0.875
94,1886cffe45f0ee0240eda42e44a01e07,14,185,0.9375,0.0625,0.625,0.5625,0.625
95,b576dc0449e75306c30456902ce0c80b,44,775,0.71,0.4,0.6875,0.75,0.7875000000000001
96,c597771fab7477c2ae7b507d532130b0,49,787,0.3375,0.275,0.7875000000000001,0.6875,0.95
97,8bfbf6d9c91e07247d0ff83bbcacee68,62,878,0.875,0.3125,0.6875,0.3125,0.75
98,8d7faa6d7f104a6cb7c4a9e1c6310a15,114,2025,0.6625,0.3874999999999999,0.8,0.6125,0.8875
99,45a8b713a08f44ad954463e0aa979235,11,212,0.5,0.4375,0.6875,0.6875,0.625
100,1695fbad7101e34d4cb4686a6770231f,93,1161,1.0,0.1875,0.5,0.625,0.625
101,37195f370c3fd7486ccedb1519b026c2,98,2180,0.7825,0.1074999999999999,0.875,0.625,0.7825
102,502db2fcfe26705ae16a46c5cb2ad2e5,165,2832,0.55,0.575,0.8875,0.55,0.8625
103,e557fd2902b857797cb8cec471f201a5,44,1521,0.4875,0.125,0.5,0.6,0.825
104,540159466df2f050426692ddaac1eab4,44,606,0.5,0.1875,0.75,0.9375,0.75
105,8de8bd927b7382cb4fa28b96d9c1d539,57,1288,0.625,0.35,0.5875,0.6125,0.8999999999999999
106,a63a43d8a197935264abe0d57d930712,39,384,0.525,0.25,0.5625,0.725,0.8999999999999999
107,3b474abc02985674f2b64e46a939bb3d,60,1407,0.65,0.2375,0.8,0.65,0.95
108,301e1788a595203d0daf3fed10afe1c9,23,225,0.5,0.375,0.75,0.625,0.6875
109,0abd57182992dd9167b88b198350afe4,38,541,0.8325,0.2925,0.5425,0.7925,0.9575
110,567632b6b7ae8ce7297affcd7ff42c95,48,711,0.875,0.75,0.75,0.25,0.3125
111,72265a88c1d9956ea6c7b49aa6e54220,18,217,0.7875000000000001,0.3125,0.825,0.6625,0.9125
112,ad30ce6078fd6ea54abca85610fba76f,14,130,0.3625,0.5625,0.375,0.575,0.8
113,0ea88660e23db79e2a3c897a5490d0df,16,298,0.8125,0.25,0.5625,0.9375,0.625
114,1d6d222bd3fb4c0af35466042cb82d78,11,241,0.2375,0.35,0.7,0.4499999999999999,0.425
115,1187ed8a8b100eb49b8684ac30d6da29,83,1412,0.75,0.75,0.3125,0.875,0.5625
116,c87247ddb57f8d8ff43086ac88e69120,16,286,0.9375,0.4175,0.9375,0.6675,0.875
117,4a6ef0fc11285732bde96e8863dcb7f4,10,277,0.7,0.5,0.735,0.525,0.9375
118,845bd196f34b0eef0246f94eb25ba8c3,18,346,0.4075,0.9375,0.3125,0.6575,0.8125
119,436e99cf44a590f9fa63638544619ce1,35,647,0.875,0.4375,0.8125,1.0,0.9375
120,2382eeba332f59ff29cf63a839a33f9a,30,196,0.35,0.6875,0.4875,0.525,0.6875
121,e465fadd8b30e8669f397e32e10f6cd0,118,3119,0.875,0.3125,0.625,0.5625,0.6875
122,33e1c2ac25051eda8cc69d1379f584eb,28,437,0.75,0.125,0.8374999999999999,0.725,0.95
123,770b44cbe67c3e68372f529acd82a3ab,25,646,0.15,0.5125,0.5,0.475,0.6125
124,969c2ff79da16a5ac43dda095e6d653e,26,422,0.5,0.4375,0.6875,1.0,0.3125
125,dba59aed04c6759a955a37f021e45bb7,39,445,0.1875,0.5625,0.35,0.5125,0.5125
126,fffafe151f07a30a0ede2038a897b680,21,212,0.5125,0.2,0.5875,0.4875,0.8374999999999999
127,cf5a3f66c42918587a1428a6f7d7eec9,25,765,0.4,0.725,0.8,0.2624999999999999,0.925
128,d7e500ad854a1b6ced39e53a525b8a6d,184,6294,0.5625,0.8125,0.4375,0.25,0.6875
129,85a78b7179d46b27e3f4f3a1468e2a1c,48,1144,0.6625,0.25,0.8125,0.5125,0.925
130,4bbb1f5843d9d6e8966dce58179f01de,28,682,0.3874999999999999,0.4125,0.75,0.4875,0.7625
131,a8295e7c5a427770f9777a825e6daf35,20,729,0.5,0.2125,0.7749999999999999,0.675,0.7375
132,b05f34be807a91ce0325cda601bc5856,10,112,0.475,0.5875,0.4499999999999999,0.5,0.7375
133,a1c187cbf8532b649cc3b36c01a3ca20,39,1068,0.55,0.2125,0.7125,0.5375,0.8125
134,c5d9ffcb242053b0abdebe0d684fea3a,99,1344,0.375,0.3625,0.5425,0.6875,0.5625
135,60751629cdaa2f62ebc9a33209fcca8e,20,519,0.875,0.125,0.5625,0.625,0.9375
136,4e5bc97d95f3aca05d420bfd4e3a2639,17,385,0.9125,0.3,0.675,0.275,0.7125
137,b98b995372448f015357638c8eb6add1,54,835,0.5625,0.2375,0.7,0.8125,0.825
138,a40e2ef8193f5273a04cc7bbaae0789c,47,495,0.75,0.375,0.875,0.6875,1.0
139,e0576e496b3bc5bd1046315ddb72646a,75,1687,0.5875,0.3375,0.4625,0.55,0.675
140,a755cc2250ae57df9f1f4b5bf005e048,17,129,0.3874999999999999,0.0999999999999999,0.8125,0.725,0.7875000000000001
141,7f3bfec0b7228d0900b01fbc8ce9d59f,91,1355,0.3125,0.625,0.5625,0.4375,0.3125
142,709606429cd1b0d5cefaf63cdeaaa86b,43,640,0.5625,0.1875,0.6875,0.9375,0.8125
143,fe22087986fdcc65939c793fe0ec90a9,19,251,0.6125,0.3874999999999999,0.5375,0.625,0.475
144,b84d2613c4cf4e73f9c230f57facf66c,43,1026,0.625,0.5625,0.5625,0.5,0.6875
145,8b77d971b63c574b499cf120fca34bfd,10,135,0.8999999999999999,0.5125,0.375,0.6875,0.8875
146,7d41c244db4ee816029991d903cc7ce1,12,152,0.3125,0.4375,0.5625,0.625,0.875
147,94c07315276329eaf9beb29b759d4442,30,704,0.5625,0.275,0.575,0.4125,0.8625
148,cde9ad52e50a6a9740dcb3461deb8a0b,22,447,0.75,0.4375,0.6675,0.8125,0.875
149,ab38affacd75668b8eaf1df27e8b5be8,12,121,0.6,0.7125,0.875,0.4875,0.6875
150,c6ee79de33e47a3799c1d00e5f727b9e,30,959,0.6625,0.425,0.525,0.5625,0.425
151,0724fe854bd455061ba84efecdeff469,14,284,0.5,0.5375,0.4875,0.6375,0.95
152,a28eb911aad029162befe9e541d9fb86,55,1137,0.675,0.1875,0.75,0.6875,0.875
153,a1a428d8cf752b3f0527c106b741a9ad,12,120,0.9375,0.125,0.875,0.5625,0.625
154,f65fd0385c972159743d21700c9a7887,21,257,0.3375,0.4625,0.6,0.3874999999999999,0.95
155,e0697da7478e23479ef6723021e52606,30,383,0.1875,0.6,0.55,0.4,0.825
156,715c9eb832dc833a0b6409ddccd268b1,150,2831,0.6125,0.125,0.35,0.8875,0.925
157,d67916bbf6453cfebbd8689f7556e526,11,199,0.6,0.3625,0.7375,0.7125,0.8625
158,beeb68b947eaec4a55a9d8d20a7c5b52,25,360,0.7625,0.0875,0.7125,0.625,0.95
159,530e195e467f673de0917893fbf9299a,27,505,0.2249999999999999,0.425,0.7749999999999999,0.8,0.8625
160,f725d0ec71a511886168c30cef6468d9,48,1087,0.625,0.2224999999999999,0.7749999999999999,0.55,0.825
161,849cd35a3dfc7200b683b67d0167598f,38,929,0.3375,0.5125,0.6,0.1124999999999999,0.4625
162,d453b26dfd348fdb99e909df7d8bec39,14,343,0.8374999999999999,0.375,0.8,0.575,0.6525
163,c59d2b7cca46cd85c4ac6d6ab554f170,15,245,0.9875,0.1624999999999999,0.6,0.6875,0.8875
164,96487b200f227f3f845bb8851dad2139,12,175,0.35,0.9375,0.55,0.4,0.6875
165,331a1fdb9c8304206db1b7c4c6852363,35,694,0.3625,0.4875,0.575,0.6375,0.8999999999999999
166,45ab97edbe4e93bc1017bcd28483a678,13,166,0.7625,0.35,0.7,0.5,0.9625
167,504862f12f8c000ae4358a10d657e8f5,27,594,0.725,0.175,0.8,0.8999999999999999,0.925
168,2609216746274fd785c35801fb53e9d8,73,1067,0.875,0.5,0.3125,1.0,0.9375
169,eb3eeec6966504b2c01b77f986f24523,10,186,0.4,0.65,0.4625,0.475,0.6375
170,06b055f8e2bca96496514891057913c3,12,309,0.4625,0.3375,0.5875,0.925,0.5875
171,fc1c9fb6c64740edcbbf8cfe9dde8b02,30,676,0.6375,0.3125,0.725,0.4499999999999999,0.75
172,138ac63ec2b55b8f48fd19c300720cae,12,522,0.2375,0.6125,0.5125,0.375,0.7375
173,4f48c6c8051e144c717ce143e8d77782,25,413,0.2875,0.525,0.7,0.4499999999999999,0.7125
174,c5898ecc4c7407e6f07cc3485073d3a6,25,524,0.575,0.125,0.8,0.5375,0.8999999999999999
175,6c1d913a21f2f3febbd15ee6044a4ac1,10,132,0.65,0.4499999999999999,0.6625,0.6125,0.7625
176,f6e7722b811d00a7a40de2ecfab636e6,17,253,0.475,0.2125,0.75,0.575,0.7125
177,d2ee2871aa02698e66fdc72b2218cdd8,15,294,0.4375,0.5625,0.375,0.75,0.9125
