USER,POST,EXT,NEU,AGR,CON,OPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,TOKENS
b7b7764cfa1c523e4e93ab2a79a946c4,want to sleep eight hour tonight and so she shall,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/17/09 01:32 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['want', 'to', 'sleep', 'eight', 'hour', 'tonight', 'and', 'so', 'she', 'shall']"
b7b7764cfa1c523e4e93ab2a79a946c4,really hate hormone and emotion right now well have hate they a lot recently goodness,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/08/09 03:04 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['really', 'hate', 'hormone', 'and', 'emotion', 'right', 'now', 'well', 'have', 'hate', 'they', 'a', 'lot', 'recently', 'goodness']"
b7b7764cfa1c523e4e93ab2a79a946c4,have a watch that match her glass she wish she have not spazze with glee when she see it in the store,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,08/01/09 04:34 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'a', 'watch', 'that', 'match', 'her', 'glass', 'she', 'wish', 'she', 'have', 'not', 'spazze', 'with', 'glee', 'when', 'she', 'see', 'it', 'in', 'the', 'store']"
b7b7764cfa1c523e4e93ab2a79a946c4,love 9 allegory symbolism talk ragdoll satire and explosion yes,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/10/09 02:56 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['love', '9', 'allegory', 'symbolism', 'talk', 'ragdoll', 'satire', 'and', 'explosion', 'yes']"
b7b7764cfa1c523e4e93ab2a79a946c4,can not sit on her futon because she know as soon as she do she will lie down and pass out uncomfortable rolly desk chair it be,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/14/09 01:29 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['can', 'not', 'sit', 'on', 'her', 'futon', 'because', 'she', 'know', 'as', 'soon', 'as', 'she', 'do', 'she', 'will', 'lie', 'down', 'and', 'pass', 'out', 'uncomfortable', 'rolly', 'desk', 'chair', 'it', 'be']"
b7b7764cfa1c523e4e93ab2a79a946c4,should spend less time write chapter for the story she will never finish and try read more book preferably during the daytime and not at 3 00 am,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,08/04/09 06:59 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['should', 'spend', 'less', 'time', 'write', 'chapter', 'for', 'the', 'story', 'she', 'will', 'never', 'finish', 'and', 'try', 'read', 'more', 'book', 'preferably', 'during', 'the', 'daytime', 'and', 'not', 'at', '3', '00', 'am']"
b7b7764cfa1c523e4e93ab2a79a946c4,be watch kid s cartoon and wish she be not so old,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,08/20/09 11:55 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'watch', 'kid', 's', 'cartoon', 'and', 'wish', 'she', 'be', 'not', 'so', 'old']"
b7b7764cfa1c523e4e93ab2a79a946c4,have work tomorrow and hope they teach she how to use the cash register d,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/05/09 01:20 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'work', 'tomorrow', 'and', 'hope', 'they', 'teach', 'she', 'how', 'to', 'use', 'the', 'cash', 'register', 'd']"
b7b7764cfa1c523e4e93ab2a79a946c4,be grateful she do most of her work during her wait for a ride home this afternoon and then during the open house sleeeep she beckon,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/15/09 02:27 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'grateful', 'she', 'do', 'most', 'of', 'her', 'work', 'during', 'her', 'wait', 'for', 'a', 'ride', 'home', 'this', 'afternoon', 'and', 'then', 'during', 'the', 'open', 'house', 'sleeeep', 'she', 'beckon']"
b7b7764cfa1c523e4e93ab2a79a946c4,have a really confusing internal dilemma she also wonder if anyone can guess what it be,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/08/09 02:05 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'a', 'really', 'confusing', 'internal', 'dilemma', 'she', 'also', 'wonder', 'if', 'anyone', 'can', 'guess', 'what', 'it', 'be']"
b7b7764cfa1c523e4e93ab2a79a946c4,think she need to stop leave so many picture half do before get new idea,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/30/09 02:01 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['think', 'she', 'need', 'to', 'stop', 'leave', 'so', 'many', 'picture', 'half', 'do', 'before', 'get', 'new', 'idea']"
b7b7764cfa1c523e4e93ab2a79a946c4,have grow weary of draw her paranoid soldier housewife jynx character in comic form and must thusly go to sleep to replenish her desire to work tirelessly on a mere audition,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/16/09 01:39 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'grow', 'weary', 'of', 'draw', 'her', 'paranoid', 'soldier', 'housewife', 'jynx', 'character', 'in', 'comic', 'form', 'and', 'must', 'thusly', 'go', 'to', 'sleep', 'to', 'replenish', 'her', 'desire', 'to', 'work', 'tirelessly', 'on', 'a', 'mere', 'audition']"
b7b7764cfa1c523e4e93ab2a79a946c4,be see 9 tonight maybe,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/09/09 09:23 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'see', '9', 'tonight', 'maybe']"
b7b7764cfa1c523e4e93ab2a79a946c4,be go to work on comic_strip then crash into her futon with all the love unconsciousness deserve,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/23/09 09:57 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'go', 'to', 'work', 'on', 'comic_strip', 'then', 'crash', 'into', 'her', 'futon', 'with', 'all', 'the', 'love', 'unconsciousness', 'deserve']"
b7b7764cfa1c523e4e93ab2a79a946c4,weekend I love you,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,08/29/09 02:48 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['weekend', 'I', 'love', 'you']"
b7b7764cfa1c523e4e93ab2a79a946c4,be listen to relient k and think about plant lawyer and internship,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/19/09 01:07 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'listen', 'to', 'relient', 'k', 'and', 'think', 'about', 'plant', 'lawyer', 'and', 'internship']"
b7b7764cfa1c523e4e93ab2a79a946c4,be draw instead of homeworke this be fun but not good,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/24/09 01:28 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'draw', 'instead', 'of', 'homeworke', 'this', 'be', 'fun', 'but', 'not', 'good']"
b7b7764cfa1c523e4e93ab2a79a946c4,will sleep like a champion tonight,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/03/09 02:27 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['will', 'sleep', 'like', 'a', 'champion', 'tonight']"
b7b7764cfa1c523e4e93ab2a79a946c4,dish webcomic laziness internal lack of disruption alright,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/30/09 07:45 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['dish', 'webcomic', 'laziness', 'internal', 'lack', 'of', 'disruption', 'alright']"
b7b7764cfa1c523e4e93ab2a79a946c4,wish she be not ticklish sometimes right now though be not one of those time,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/26/09 12:45 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['wish', 'she', 'be', 'not', 'ticklish', 'sometimes', 'right', 'now', 'though', 'be', 'not', 'one', 'of', 'those', 'time']"
b7b7764cfa1c523e4e93ab2a79a946c4,have a magical ceiling,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/10/09 03:24 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'a', 'magical', 'ceiling']"
b7b7764cfa1c523e4e93ab2a79a946c4,go to bed early sleep in and still feel like she hasn tgotten a proper night s sleep,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/13/09 10:35 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['go', 'to', 'bed', 'early', 'sleep', 'in', 'and', 'still', 'feel', 'like', 'she', 'hasn', 'tgotten', 'a', 'proper', 'night', 's', 'sleep']"
b7b7764cfa1c523e4e93ab2a79a946c4,got teach how to use the register 3 enjoy 500 day of summer and be look forward to go to the beach monday,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,09/06/09 12:50 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['got', 'teach', 'how', 'to', 'use', 'the', 'register', '3', 'enjoy', '500', 'day', 'of', 'summer', 'and', 'be', 'look', 'forward', 'to', 'go', 'to', 'the', 'beach', 'monday']"
b7b7764cfa1c523e4e93ab2a79a946c4,hate fml on principle,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/01/09 11:32 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['hate', 'fml', 'on', 'principle']"
b7b7764cfa1c523e4e93ab2a79a946c4,realize traditional medium hate she and have shun her penvcil in favor of the tablet that will learn they,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/23/09 07:17 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['realize', 'traditional', 'medium', 'hate', 'she', 'and', 'have', 'shun', 'her', 'penvcil', 'in', 'favor', 'of', 'the', 'tablet', 'that', 'will', 'learn', 'they']"
b7b7764cfa1c523e4e93ab2a79a946c4,be all prepared to do her weekend homeowrk the morning it be due but realize she leave the necessary binder at school fffffffffffff,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/12/09 09:33 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'all', 'prepared', 'to', 'do', 'her', 'weekend', 'homeowrk', 'the', 'morning', 'it', 'be', 'due', 'but', 'realize', 'she', 'leave', 'the', 'necessary', 'binder', 'at', 'school', 'fffffffffffff']"
b7b7764cfa1c523e4e93ab2a79a946c4,have early work blargedy argdey blah minimuuum waaaage I looove youuu,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/11/09 10:33 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'early', 'work', 'blargedy', 'argdey', 'blah', 'minimuuum', 'waaaage', 'I', 'looove', 'youuu']"
b7b7764cfa1c523e4e93ab2a79a946c4,far away this ship have take I so far away goshdarnit muse stop be so awesome,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,10/05/09 11:36 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['far', 'away', 'this', 'ship', 'have', 'take', 'I', 'so', 'far', 'away', 'goshdarnit', 'muse', 'stop', 'be', 'so', 'awesome']"
b7b7764cfa1c523e4e93ab2a79a946c4,be a little excited to see the talent show,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/09/09 10:50 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'a', 'little', 'excited', 'to', 'see', 'the', 'talent', 'show']"
b7b7764cfa1c523e4e93ab2a79a946c4,be tired she would sleep but there be a cat on her desk that require supervision,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/21/09 10:16 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'tired', 'she', 'would', 'sleep', 'but', 'there', 'be', 'a', 'cat', 'on', 'her', 'desk', 'that', 'require', 'supervision']"
b7b7764cfa1c523e4e93ab2a79a946c4,I do not hate you well you find I congratulation be it worth it the only thing you have manage to break so far be my heart this be not brave it be murder what do I ever do to you you do not care do you please proceed to andorid hell,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/07/09 04:29 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['I', 'do', 'not', 'hate', 'you', 'well', 'you', 'find', 'I', 'congratulation', 'be', 'it', 'worth', 'it', 'the', 'only', 'thing', 'you', 'have', 'manage', 'to', 'break', 'so', 'far', 'be', 'my', 'heart', 'this', 'be', 'not', 'brave', 'it', 'be', 'murder', 'what', 'do', 'I', 'ever', 'do', 'to', 'you', 'you', 'do', 'not', 'care', 'do', 'you', 'please', 'proceed', 'to', 'andorid', 'hell']"
b7b7764cfa1c523e4e93ab2a79a946c4,need a stupid fluffy book to read inbetween experience of normalcy,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/06/09 03:14 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['need', 'a', 'stupid', 'fluffy', 'book', 'to', 'read', 'inbetween', 'experience', 'of', 'normalcy']"
b7b7764cfa1c523e4e93ab2a79a946c4,will be up very late so she can ride with her dad to the airport to pick up her mamacita from a as of now 11 20 pm land in from illinois,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/01/09 02:32 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['will', 'be', 'up', 'very', 'late', 'so', 'she', 'can', 'ride', 'with', 'her', 'dad', 'to', 'the', 'airport', 'to', 'pick', 'up', 'her', 'mamacita', 'from', 'a', 'as', 'of', 'now', '11', '20', 'pm', 'land', 'in', 'from', 'illinois']"
b7b7764cfa1c523e4e93ab2a79a946c4,be in complete love with the blackberry her mom just surprise she with and yes she be so excited that cap be completely necessary 3 3 3 3 3 3,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/05/09 10:04 PM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'in', 'complete', 'love', 'with', 'the', 'blackberry', 'her', 'mom', 'just', 'surprise', 'she', 'with', 'and', 'yes', 'she', 'be', 'so', 'excited', 'that', 'cap', 'be', 'completely', 'necessary', '3', '3', '3', '3', '3', '3']"
b7b7764cfa1c523e4e93ab2a79a946c4,be look forward to early january not the birthday per se but the potential to meet a good friend,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/10/09 01:23 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['be', 'look', 'forward', 'to', 'early', 'january', 'not', 'the', 'birthday', 'per', 'se', 'but', 'the', 'potential', 'to', 'meet', 'a', 'good', 'friend']"
b7b7764cfa1c523e4e93ab2a79a946c4,need to stop listen to her normal playlist if she want to stop wake up feel like she be miss something big,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/13/09 01:10 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['need', 'to', 'stop', 'listen', 'to', 'her', 'normal', 'playlist', 'if', 'she', 'want', 'to', 'stop', 'wake', 'up', 'feel', 'like', 'she', 'be', 'miss', 'something', 'big']"
b7b7764cfa1c523e4e93ab2a79a946c4,spews toxic gas into your personal air bubble it be super effective,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/13/09 04:21 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['spews', 'toxic', 'gas', 'into', 'your', 'personal', 'air', 'bubble', 'it', 'be', 'super', 'effective']"
b7b7764cfa1c523e4e93ab2a79a946c4,have a comfortably comfy and mildly oversized cotton jacket from wal mart yay it be so soft 3 3 3,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,11/28/09 01:47 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['have', 'a', 'comfortably', 'comfy', 'and', 'mildly', 'oversized', 'cotton', 'jacket', 'from', 'wal', 'mart', 'yay', 'it', 'be', 'so', 'soft', '3', '3', '3']"
b7b7764cfa1c523e4e93ab2a79a946c4,think oviedo play be awesome as it should be sleep though she beckon sweetly with the promise of dream and pillow relate comfort night all,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/05/09 02:54 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['think', 'oviedo', 'play', 'be', 'awesome', 'as', 'it', 'should', 'be', 'sleep', 'though', 'she', 'beckon', 'sweetly', 'with', 'the', 'promise', 'of', 'dream', 'and', 'pillow', 'relate', 'comfort', 'night', 'all']"
b7b7764cfa1c523e4e93ab2a79a946c4,just make a nucketful of cookie and a bunch of baked fry yes I be awesome,0.4125,0.5,0.5375,0.5625,0.8500000000000001,n,y,n,n,y,12/15/09 05:03 AM,180.0,14861.6,93.29,0.03,15661.0,0.49,0.1,"['just', 'make', 'a', 'nucketful', 'of', 'cookie', 'and', 'a', 'bunch', 'of', 'baked', 'fry', 'yes', 'I', 'be', 'awesome']"
