USER,POST,EXT,NEU,AGR,CON,OPN,TOKENS
02ae95de-7ee3-453a-978d-25d28b3f1a88,indie gamedev I do not want to be bind by publisher and marketing test indy gamedev game be an artform they belong in a museum,0.7,0.3,0.6,0.6,1.0,"['indie', 'gamedev', 'I', 'do', 'not', 'want', 'to', 'be', 'bind', 'by', 'publisher', 'and', 'marketing', 'test', 'indy', 'gamedev', 'game', 'be', 'an', 'artform', 'they', 'belong', 'in', 'a', 'museum']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username username 25 mbit here get 22 23 for € 10 in the netherlands previous contract since 08 or 09 be € 25 same speed,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'username', '25', 'mbit', 'here', 'get', '22', '23', 'for', '€', '10', 'in', 'the', 'netherlands', 'previous', 'contract', 'since', '08', 'or', '09', 'be', '€', '25', 'same', 'speed']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username on the flipside half game for half price,0.7,0.3,0.6,0.6,1.0,"['username', 'on', 'the', 'flipside', 'half', 'game', 'for', 'half', 'price']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,happy new year with an appropriately times new site,0.7,0.3,0.6,0.6,1.0,"['happy', 'new', 'year', 'with', 'an', 'appropriately', 'times', 'new', 'site']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,just play the first two episode of quake again game s still tight love the smooth movement,0.7,0.3,0.6,0.6,1.0,"['just', 'play', 'the', 'first', 'two', 'episode', 'of', 'quake', 'again', 'game', 's', 'still', 'tight', 'love', 'the', 'smooth', 'movement']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,so apparently pay € 5 a month for spotify make I bad than a music pirate dafuq,0.7,0.3,0.6,0.6,1.0,"['so', 'apparently', 'pay', '€', '5', 'a', 'month', 'for', 'spotify', 'make', 'I', 'bad', 'than', 'a', 'music', 'pirate', 'dafuq']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username want to say I appreciate the choice for minion should make the game feel nicely crowded and give bad player more fun,0.7,0.3,0.6,0.6,1.0,"['username', 'want', 'to', 'say', 'I', 'appreciate', 'the', 'choice', 'for', 'minion', 'should', 'make', 'the', 'game', 'feel', 'nicely', 'crowded', 'and', 'give', 'bad', 'player', 'more', 'fun']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username heh I think it be funny you be apologize for sound quality that be still well than say 90 of youtube game voiceover,0.7,0.3,0.6,0.6,1.0,"['username', 'heh', 'I', 'think', 'it', 'be', 'funny', 'you', 'be', 'apologize', 'for', 'sound', 'quality', 'that', 'be', 'still', 'well', 'than', 'say', '90', 'of', 'youtube', 'game', 'voiceover']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,I know this be cool and serious science but it have I giggle like a kid good of both world,0.7,0.3,0.6,0.6,1.0,"['I', 'know', 'this', 'be', 'cool', 'and', 'serious', 'science', 'but', 'it', 'have', 'I', 'giggle', 'like', 'a', 'kid', 'good', 'of', 'both', 'world']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,work on refine my logo to chamfer or nor to chamfer that be the question,0.7,0.3,0.6,0.6,1.0,"['work', 'on', 'refine', 'my', 'logo', 'to', 'chamfer', 'or', 'nor', 'to', 'chamfer', 'that', 'be', 'the', 'question']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,30c3 to protect and infect youtube I do not know a whole lot about network security but enough that this scare I,0.7,0.3,0.6,0.6,1.0,"['30c3', 'to', 'protect', 'and', 'infect', 'youtube', 'I', 'do', 'not', 'know', 'a', 'whole', 'lot', 'about', 'network', 'security', 'but', 'enough', 'that', 'this', 'scare', 'I']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,silly spotify white zombie judge dredd 2012 soundtrack rob zombie blue man group okay then,0.7,0.3,0.6,0.6,1.0,"['silly', 'spotify', 'white', 'zombie', 'judge', 'dredd', '2012', 'soundtrack', 'rob', 'zombie', 'blue', 'man', 'group', 'okay', 'then']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username thank for mention the hearthstone open beta I have be anxiously wait but have not get any email about it yet,0.7,0.3,0.6,0.6,1.0,"['username', 'thank', 'for', 'mention', 'the', 'hearthstone', 'open', 'beta', 'I', 'have', 'be', 'anxiously', 'wait', 'but', 'have', 'not', 'get', 'any', 'email', 'about', 'it', 'yet']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username do you perchance read jezebel the timing be rather close,0.7,0.3,0.6,0.6,1.0,"['username', 'do', 'you', 'perchance', 'read', 'jezebel', 'the', 'timing', 'be', 'rather', 'close']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username I be so sick of people on twitter complain about a bunch people on twitter,0.7,0.3,0.6,0.6,1.0,"['username', 'I', 'be', 'so', 'sick', 'of', 'people', 'on', 'twitter', 'complain', 'about', 'a', 'bunch', 'people', 'on', 'twitter']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,help to have a map no no it do not,0.7,0.3,0.6,0.6,1.0,"['help', 'to', 'have', 'a', 'map', 'no', 'no', 'it', 'do', 'not']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username remember the time you pay 10 grand for celebrity fashion without airbrush pic so do these people,0.7,0.3,0.6,0.6,1.0,"['username', 'remember', 'the', 'time', 'you', 'pay', '10', 'grand', 'for', 'celebrity', 'fashion', 'without', 'airbrush', 'pic', 'so', 'do', 'these', 'people']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,steam s down wonder if that be because of the new music stuff,0.7,0.3,0.6,0.6,1.0,"['steam', 's', 'down', 'wonder', 'if', 'that', 'be', 'because', 'of', 'the', 'new', 'music', 'stuff']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,play this now tomorrow during lunch whenever it be only 5 minute but it be awesome,0.7,0.3,0.6,0.6,1.0,"['play', 'this', 'now', 'tomorrow', 'during', 'lunch', 'whenever', 'it', 'be', 'only', '5', 'minute', 'but', 'it', 'be', 'awesome']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,first time I buy a key for dota2 treasure chest baby roshan pretty sweet deal,0.7,0.3,0.6,0.6,1.0,"['first', 'time', 'I', 'buy', 'a', 'key', 'for', 'dota2', 'treasure', 'chest', 'baby', 'roshan', 'pretty', 'sweet', 'deal']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,hah that shit s golden telltale,0.7,0.3,0.6,0.6,1.0,"['hah', 'that', 'shit', 's', 'golden', 'telltale']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username be you still look for people I can free up some time and be almost completely dedicate the next month s,0.7,0.3,0.6,0.6,1.0,"['username', 'be', 'you', 'still', 'look', 'for', 'people', 'I', 'can', 'free', 'up', 'some', 'time', 'and', 'be', 'almost', 'completely', 'dedicate', 'the', 'next', 'month', 's']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username I throw up some isometric example at assume you want to stick with the rpgmaker perspective,0.7,0.3,0.6,0.6,1.0,"['username', 'I', 'throw', 'up', 'some', 'isometric', 'example', 'at', 'assume', 'you', 'want', 'to', 'stick', 'with', 'the', 'rpgmaker', 'perspective']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username not many developer company would opt out of lot of money because something be addictive I respect you for that,0.7,0.3,0.6,0.6,1.0,"['username', 'not', 'many', 'developer', 'company', 'would', 'opt', 'out', 'of', 'lot', 'of', 'money', 'because', 'something', 'be', 'addictive', 'I', 'respect', 'you', 'for', 'that']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,now that be a proper free to play dungeon keeper,0.7,0.3,0.6,0.6,1.0,"['now', 'that', 'be', 'a', 'proper', 'free', 'to', 'play', 'dungeon', 'keeper']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,I like this,0.7,0.3,0.6,0.6,1.0,"['I', 'like', 'this']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username how do they not help I find it very useful to know if a game have be design for touchscreen controller or kbm,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'how', 'do', 'they', 'not', 'help', 'I', 'find', 'it', 'very', 'useful', 'to', 'know', 'if', 'a', 'game', 'have', 'be', 'design', 'for', 'touchscreen', 'controller', 'or', 'kbm']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username remember that fake twitch lol video from this afternoon here be a real twitch play dota channel,0.7,0.3,0.6,0.6,1.0,"['username', 'remember', 'that', 'fake', 'twitch', 'lol', 'video', 'from', 'this', 'afternoon', 'here', 'be', 'a', 'real', 'twitch', 'play', 'dota', 'channel']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username thank for remind I we to disable adblock for place I regularly visit because it be often a fair trade that tv radio,0.7,0.3,0.6,0.6,1.0,"['username', 'thank', 'for', 'remind', 'I', 'we', 'to', 'disable', 'adblock', 'for', 'place', 'I', 'regularly', 'visit', 'because', 'it', 'be', 'often', 'a', 'fair', 'trade', 'that', 'tv', 'radio']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,mini metro quite a novel idea build your own grow metro system not sure about longevity replayability though,0.7,0.3,0.6,0.6,1.0,"['mini', 'metro', 'quite', 'a', 'novel', 'idea', 'build', 'your', 'own', 'grow', 'metro', 'system', 'not', 'sure', 'about', 'longevity', 'replayability', 'though']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username how about keep the same root word and call they bullvid,0.7,0.3,0.6,0.6,1.0,"['username', 'how', 'about', 'keep', 'the', 'same', 'root', 'word', 'and', 'call', 'they', 'bullvid']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username coil because of its several experiment mirror s edge because of its absence and whichever game start radial menus crysis,0.7,0.3,0.6,0.6,1.0,"['username', 'coil', 'because', 'of', 'its', 'several', 'experiment', 'mirror', 's', 'edge', 'because', 'of', 'its', 'absence', 'and', 'whichever', 'game', 'start', 'radial', 'menus', 'crysis']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username consider that a free game throw in by the god for your generous purchase,0.7,0.3,0.6,0.6,1.0,"['username', 'consider', 'that', 'a', 'free', 'game', 'throw', 'in', 'by', 'the', 'god', 'for', 'your', 'generous', 'purchase']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username luft mean air not red and rauser probably stem from the dutch verb rouzen play wildly or razen rage storm,0.7,0.3,0.6,0.6,1.0,"['username', 'luft', 'mean', 'air', 'not', 'red', 'and', 'rauser', 'probably', 'stem', 'from', 'the', 'dutch', 'verb', 'rouzen', 'play', 'wildly', 'or', 'razen', 'rage', 'storm']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username do you guy just change all your youtube video thumbnail or have I not pay proper attention lately,0.7,0.3,0.6,0.6,1.0,"['username', 'do', 'you', 'guy', 'just', 'change', 'all', 'your', 'youtube', 'video', 'thumbnail', 'or', 'have', 'I', 'not', 'pay', 'proper', 'attention', 'lately']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username do you also know about,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'do', 'you', 'also', 'know', 'about']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username be this april fool or do they really start a website on april 1st with the plan of confuse people on every anniversary,0.7,0.3,0.6,0.6,1.0,"['username', 'be', 'this', 'april', 'fool', 'or', 'do', 'they', 'really', 'start', 'a', 'website', 'on', 'april', '1st', 'with', 'the', 'plan', 'of', 'confuse', 'people', 'on', 'every', 'anniversary']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,whelp username wanted drama he get drama can the devs get a nice game jam now since that be what they want game jam,0.7,0.3,0.6,0.6,1.0,"['whelp', 'username', 'wanted', 'drama', 'he', 'get', 'drama', 'can', 'the', 'devs', 'get', 'a', 'nice', 'game', 'jam', 'now', 'since', 'that', 'be', 'what', 'they', 'want', 'game', 'jam']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,great april fools joke anita sarkeesian receive gdc ambassador award for make 5 video in two year time,0.7,0.3,0.6,0.6,1.0,"['great', 'april', 'fools', 'joke', 'anita', 'sarkeesian', 'receive', 'gdc', 'ambassador', 'award', 'for', 'make', '5', 'video', 'in', 'two', 'year', 'time']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username for a moment I think I be read about a game from username,0.7,0.3,0.6,0.6,1.0,"['username', 'for', 'a', 'moment', 'I', 'think', 'I', 'be', 'read', 'about', 'a', 'game', 'from', 'username']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username your avvy be now black red white do this mean future content will be in betrayer vision,0.7,0.3,0.6,0.6,1.0,"['username', 'your', 'avvy', 'be', 'now', 'black', 'red', 'white', 'do', 'this', 'mean', 'future', 'content', 'will', 'be', 'in', 'betrayer', 'vision']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username hey I want to inform you that potato dungeon seem to be borke right now click to ride pard do not work for I anyways,0.7,0.3,0.6,0.6,1.0,"['username', 'hey', 'I', 'want', 'to', 'inform', 'you', 'that', 'potato', 'dungeon', 'seem', 'to', 'be', 'borke', 'right', 'now', 'click', 'to', 'ride', 'pard', 'do', 'not', 'work', 'for', 'I', 'anyways']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,not fond of new username design discrover show less per page and the menu bar show less line so I must scroll to get to my playlist,0.7,0.3,0.6,0.6,1.0,"['not', 'fond', 'of', 'new', 'username', 'design', 'discrover', 'show', 'less', 'per', 'page', 'and', 'the', 'menu', 'bar', 'show', 'less', 'line', 'so', 'I', 'must', 'scroll', 'to', 'get', 'to', 'my', 'playlist']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username it be a carefully plan deal he ask both for the exact same amount so he be rake in cash but stay neutral,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'it', 'be', 'a', 'carefully', 'plan', 'deal', 'he', 'ask', 'both', 'for', 'the', 'exact', 'same', 'amount', 'so', 'he', 'be', 'rake', 'in', 'cash', 'but', 'stay', 'neutral']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,combine any random music term in youtube it probably have it raprock acapella metal industrial jazz celtic chiptune gregorian dubstep,0.7,0.3,0.6,0.6,1.0,"['combine', 'any', 'random', 'music', 'term', 'in', 'youtube', 'it', 'probably', 'have', 'it', 'raprock', 'acapella', 'metal', 'industrial', 'jazz', 'celtic', 'chiptune', 'gregorian', 'dubstep']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username I feel like I can express myself less right now it be all white will there be a way to change style besides just link color,0.7,0.3,0.6,0.6,1.0,"['username', 'I', 'feel', 'like', 'I', 'can', 'express', 'myself', 'less', 'right', 'now', 'it', 'be', 'all', 'white', 'will', 'there', 'be', 'a', 'way', 'to', 'change', 'style', 'besides', 'just', 'link', 'color']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username harold and kumar walk down the aisle because racial inclusivity of course,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'harold', 'and', 'kumar', 'walk', 'down', 'the', 'aisle', 'because', 'racial', 'inclusivity', 'of', 'course']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,just crash in to more bug in 45 minute on the bike than in the past two week of game development,0.7,0.3,0.6,0.6,1.0,"['just', 'crash', 'in', 'to', 'more', 'bug', 'in', '45', 'minute', 'on', 'the', 'bike', 'than', 'in', 'the', 'past', 'two', 'week', 'of', 'game', 'development']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,goddamnit I hate it when a comment system force you to first register but meanwhile do not save your typed post username lookingatu,0.7,0.3,0.6,0.6,1.0,"['goddamnit', 'I', 'hate', 'it', 'when', 'a', 'comment', 'system', 'force', 'you', 'to', 'first', 'register', 'but', 'meanwhile', 'do', 'not', 'save', 'your', 'typed', 'post', 'username', 'lookingatu']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username be the new ui break or just badly design I can no long sort album or search query by name artist album length rating,0.7,0.3,0.6,0.6,1.0,"['username', 'be', 'the', 'new', 'ui', 'break', 'or', 'just', 'badly', 'design', 'I', 'can', 'no', 'long', 'sort', 'album', 'or', 'search', 'query', 'by', 'name', 'artist', 'album', 'length', 'rating']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username yes but only cool people,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'yes', 'but', 'only', 'cool', 'people']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,might be cool for portfolio username horizontal scroll single page template also on github html5 css3,0.7,0.3,0.6,0.6,1.0,"['might', 'be', 'cool', 'for', 'portfolio', 'username', 'horizontal', 'scroll', 'single', 'page', 'template', 'also', 'on', 'github', 'html5', 'css3']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username I wonder how many people realize what horrible thing they sometimes say good luck well wish and dump that lump,0.7,0.3,0.6,0.6,1.0,"['username', 'I', 'wonder', 'how', 'many', 'people', 'realize', 'what', 'horrible', 'thing', 'they', 'sometimes', 'say', 'good', 'luck', 'well', 'wish', 'and', 'dump', 'that', 'lump']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,just ride past some kid bike 25 km for some username I guess that be pretty healthy in the end,0.7,0.3,0.6,0.6,1.0,"['just', 'ride', 'past', 'some', 'kid', 'bike', '25', 'km', 'for', 'some', 'username', 'I', 'guess', 'that', 'be', 'pretty', 'healthy', 'in', 'the', 'end']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username if you sit like this and stare past your crotch it probably be but only barely,0.7,0.3,0.6,0.6,1.0,"['username', 'if', 'you', 'sit', 'like', 'this', 'and', 'stare', 'past', 'your', 'crotch', 'it', 'probably', 'be', 'but', 'only', 'barely']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username here be hope this will wake people up a bit about greenlight early access kickstarter right,0.7,0.3,0.6,0.6,1.0,"['username', 'here', 'be', 'hope', 'this', 'will', 'wake', 'people', 'up', 'a', 'bit', 'about', 'greenlight', 'early', 'access', 'kickstarter', 'right']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username what you be say be you be now open a p o box under the name of cynicalcox,0.7,0.3,0.6,0.6,1.0,"['username', 'what', 'you', 'be', 'say', 'be', 'you', 'be', 'now', 'open', 'a', 'p', 'o', 'box', 'under', 'the', 'name', 'of', 'cynicalcox']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username you hypocrite you close down your p o box for other company but still accept bribe from polaris bias bias,0.7,0.3,0.6,0.6,1.0,"['username', 'you', 'hypocrite', 'you', 'close', 'down', 'your', 'p', 'o', 'box', 'for', 'other', 'company', 'but', 'still', 'accept', 'bribe', 'from', 'polaris', 'bias', 'bias']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,yay mustasch,0.7,0.3,0.6,0.6,1.0,"['yay', 'mustasch']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username jim be in fact a drag king in real life he be an ethereal spirit but for his show he dress up as a man,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'jim', 'be', 'in', 'fact', 'a', 'drag', 'king', 'in', 'real', 'life', 'he', 'be', 'an', 'ethereal', 'spirit', 'but', 'for', 'his', 'show', 'he', 'dress', 'up', 'as', 'a', 'man']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username the point be not well because hard but balanced against lame exploit it mean you actually think engage with the game,0.7,0.3,0.6,0.6,1.0,"['username', 'the', 'point', 'be', 'not', 'well', 'because', 'hard', 'but', 'balanced', 'against', 'lame', 'exploit', 'it', 'mean', 'you', 'actually', 'think', 'engage', 'with', 'the', 'game']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,this should be enough energydrink for at least two day,0.7,0.3,0.6,0.6,1.0,"['this', 'should', 'be', 'enough', 'energydrink', 'for', 'at', 'least', 'two', 'day']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,bad pixel shirt be one of those thing that annoy and bother I more than they probably should,0.7,0.3,0.6,0.6,1.0,"['bad', 'pixel', 'shirt', 'be', 'one', 'of', 'those', 'thing', 'that', 'annoy', 'and', 'bother', 'I', 'more', 'than', 'they', 'probably', 'should']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username so what do we call this kind of review score hate strife out of ten,0.7,0.3,0.6,0.6,1.0,"['username', 'so', 'what', 'do', 'we', 'call', 'this', 'kind', 'of', 'review', 'score', 'hate', 'strife', 'out', 'of', 'ten']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username good old gaming a store kind of like steam origin but aim at retro indie more than aaa,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'good', 'old', 'gaming', 'a', 'store', 'kind', 'of', 'like', 'steam', 'origin', 'but', 'aim', 'at', 'retro', 'indie', 'more', 'than', 'aaa']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username you s healthcare it will cost you an arm and a leg either way,0.7,0.3,0.6,0.6,1.0,"['username', 'you', 's', 'healthcare', 'it', 'will', 'cost', 'you', 'an', 'arm', 'and', 'a', 'leg', 'either', 'way']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username get the spambot under control please,0.7,0.3,0.6,0.6,1.0,"['username', 'get', 'the', 'spambot', 'under', 'control', 'please']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username and here be yet another one,0.7,0.3,0.6,0.6,1.0,"['username', 'and', 'here', 'be', 'yet', 'another', 'one']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username more spammer clean they up,0.7,0.3,0.6,0.6,1.0,"['username', 'more', 'spammer', 'clean', 'they', 'up']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username no but I can reccommend you a great shirt,0.7,0.3,0.6,0.6,1.0,"['username', 'no', 'but', 'I', 'can', 'reccommend', 'you', 'a', 'great', 'shirt']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,turn out you should not attempt to run 4 km barefoot when you have not do so in three year ouch,0.7,0.3,0.6,0.6,1.0,"['turn', 'out', 'you', 'should', 'not', 'attempt', 'to', 'run', '4', 'km', 'barefoot', 'when', 'you', 'have', 'not', 'do', 'so', 'in', 'three', 'year', 'ouch']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username whoa whoa whoa not just a black baseball cap one with a very iconic stitchy liny logo thing,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'whoa', 'whoa', 'whoa', 'not', 'just', 'a', 'black', 'baseball', 'cap', 'one', 'with', 'a', 'very', 'iconic', 'stitchy', 'liny', 'logo', 'thing']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username half life no no carmack make doom quake rage half life be from username,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'half', 'life', 'no', 'no', 'carmack', 'make', 'doom', 'quake', 'rage', 'half', 'life', 'be', 'from', 'username']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username username why be there something wrong with they be the ad too silent to hear for you we be not have that issue,0.7,0.3,0.6,0.6,1.0,"['username', 'username', 'why', 'be', 'there', 'something', 'wrong', 'with', 'they', 'be', 'the', 'ad', 'too', 'silent', 'to', 'hear', 'for', 'you', 'we', 'be', 'not', 'have', 'that', 'issue']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,go to try and get something do for lowrezjam 2014 5 day leave so it be go to be tight but I know what I be go to make a 16x9 fighter,0.7,0.3,0.6,0.6,1.0,"['go', 'to', 'try', 'and', 'get', 'something', 'do', 'for', 'lowrezjam', '2014', '5', 'day', 'leave', 'so', 'it', 'be', 'go', 'to', 'be', 'tight', 'but', 'I', 'know', 'what', 'I', 'be', 'go', 'to', 'make', 'a', '16x9', 'fighter']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username I be not see the problem with that lowrezjam workfile look perfectly usable,0.7,0.3,0.6,0.6,1.0,"['username', 'I', 'be', 'not', 'see', 'the', 'problem', 'with', 'that', 'lowrezjam', 'workfile', 'look', 'perfectly', 'usable']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username as long as everything be in nice sprite strip I be happy for small stuff like this panning around be easy than tab window,0.7,0.3,0.6,0.6,1.0,"['username', 'as', 'long', 'as', 'everything', 'be', 'in', 'nice', 'sprite', 'strip', 'I', 'be', 'happy', 'for', 'small', 'stuff', 'like', 'this', 'panning', 'around', 'be', 'easy', 'than', 'tab', 'window']"
02ae95de-7ee3-453a-978d-25d28b3f1a88,username face pulp actually I should probably have scale up the image 200 p heck I be work small enough to make the game 200,0.7,0.3,0.6,0.6,1.0,"['username', 'face', 'pulp', 'actually', 'I', 'should', 'probably', 'have', 'scale', 'up', 'the', 'image', '200', 'p', 'heck', 'I', 'be', 'work', 'small', 'enough', 'to', 'make', 'the', 'game', '200']"
